id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
977,Scientist,2,"[{'object': 'Kingdom_of_England', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': 'Winchester', 'property': 'capital', 'subject': 'Kingdom_of_England'}]","['Lady Anne Monson was born in the Kingdom of England whose capital was previously Winchester.', 'Lady Anne Monson was born in the Kingdom of England where Winchester was previously the capital.', 'Lady Anne Monson was born in Winchester, the capital of the Kingdom of England.']",Lady Anne Monson was born in the Kingdom of England. The capital of the Kingdom of England is Winchester.,0.6792310722877624,0.8910426443582942,1.1113612651824951
978,City,5,"[{'object': 'City', 'property': 'type', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Governator', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]","['The Mexican city of Ciudad Ayala is run by a leader known as the governator. Its population density is 1604 and its UTC offset is -6.', 'Ciudad Ayala is a city in the UTC offset -6 timezone in the country of Mexico with a population density of 1604.0. The city leader is called the governator.', 'Ciudad Ayala, with a UTC offset of -6, is a city in Mexico led by a Governator with a population density of 1604.']",Ciudad Ayala is a City in Mexico. It has a population density of 1604.0 and a UTC offset of -6. The leader of Ciudad Ayala is known as the Governator.,0.33275712835588256,0.6535511363636364,1.8287749290466309
979,Astronaut,6,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1998-07-21""', 'property': 'deathDate', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': '""NWC, M.A. 1957""', 'property': 'almaMater', 'subject': 'Alan_Shepard'}]","['American national Alan Shepard was born in New Hampshire in November of 1923 and died in California in July of 1998. He was educated at NWC and graduated in 1957 with an MA.', 'Alan Shepard was born on November 18, 1923, in New Hampshire, U.S.A. He was a graduate of NWC, earning an M.A. in 1957. Shepard died on July 12, 1998, in California.', 'Alan Shepard was born November 18, 1923, in New Hampshire, U.S.A. He graduated from NWC, earning his M.A. in 1957. Shepard died in California on July 21, 1998.']","Alan Shepard was born on November 18, 1923 in New Hampshire. He was a citizen of the United States. He passed away on July 21, 1998 in California. He attended NWC, M.A. in 1957.",0.3101882411562701,0.5914833786602594,1.735670804977417
980,MusicalWork,1,"[{'object': '3.16', 'property': 'runtime', 'subject': 'Mermaid_(Train_song)'}]","['The Mermaid song by Train has a total runtime of three minutes and sixteen seconds.', 'The Train song Mermaid lasts 3.16 minutes.', 'The Train song Mermaid has a length of 3 minutes and 16 seconds.']","The song ""Mermaid (Train song)"" has a runtime of 3.16.",0.13134549472120793,0.3524904214559387,0.9242167472839355
981,MusicalWork,4,"[{'object': 'Happy_Xmas_(War_Is_Over)', 'property': 'followedBy', 'subject': 'Imagine_(John_Lennon_song)'}, {'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'John_Lennon', 'property': 'musicalArtist', 'subject': 'Imagine_(John_Lennon_song)'}]","[""Mermaid, written by the band Train, was followed by the released of their performance of the John Lennon song Imagine. Lennon's recording of the song was followed by Happy Xmas (War is Over)."", 'The song Imagine by John Lennon followed Mermaid is by the musical band Train. The song Imagine was followed by the release of the song Happy Xmas (War Is Over).', ""Musician John Lennon wrote and performed his hit song Imagine followed up with Happy Xmas (War is Over). The musical band Train's song Mermaid is followed by Imagine.""]","""Happy Xmas (War Is Over)"" is followed by ""Imagine (John Lennon song)"". ""Mermaid (Train song)"" is performed by the band ""Train"". ""Imagine (John Lennon song)"" is followed by ""Mermaid (Train song)"". ""Imagine (John Lennon song)"" is performed by John Lennon.",0.09517889238328606,0.2544378698224851,2.046350479125977
982,CelestialBody,2,"[{'object': '11.5', 'property': 'absoluteMagnitude', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","['The 1147 Stavropolis, an asteroid with an absolute magnitude of 11.5, was discovered on 11 June 1929.', 'The asteroid 1147 Stavropolis, which was discovered on the 11th of June 1929, has an absolute magnitude of 11.5.', 'Discovered on June 11, 1929, 1147 Stavropolis boasts an absolute magnitude of 11.5.']","The object 1147_Stavropolis has an absolute magnitude of 11.5. It was discovered on June 11, 1929.",0.4402004976281391,0.6729787431541818,1.1177735328674316
983,Astronaut,2,"[{'object': 'Glen_Ridge,_New_Jersey', 'property': 'birthPlace', 'subject': 'Buzz_Aldrin'}, {'object': '""Massachusetts Institute of Technology, Sc.D. 1963""', 'property': 'almaMater', 'subject': 'Buzz_Aldrin'}]","['Buzz Aldrin was born in Glen Ridge, New Jersey. In 1963 he got his Doctor of Science degree from MIT.', 'Buzz Aldrin was born in Glen Ridge, New Jersey and graduated from the Massachusetts Institute of Technology with a Sc.D. in 1963.', 'Buzz Aldrin born in Glen Ridge New Jersey graduated in 1963 from MIT with a Sc.D.']","Buzz Aldrin was born in Glen Ridge, New Jersey. He attended the Massachusetts Institute of Technology and earned a Sc.D. degree in 1963.",0.5697863655544793,0.8057510753589187,1.4347257614135742
984,Film,2,"[{'object': 'Harold_French', 'property': 'director', 'subject': 'English_Without_Tears'}, {'object': 'Film_director', 'property': 'occupation', 'subject': 'Harold_French'}]","['Harold French was a film director who directed English without Tears.', ""Harold French served as film director of 'English Without Tears'."", 'Film director Harold French directed English Without Tears.']",Harold French is the director of the film English Without Tears. Harold French's occupation is a film director.,0.1323007976179665,0.6360544217687074,0.9072144031524658
985,Scientist,1,"[{'object': 'Tokat_Province', 'property': 'isPartOf', 'subject': 'Reşadiye'}]","['Reşadiye is part of the Tokat Province.', 'Reşadiye is a part of the Tokat Province.', 'The town of Resadiye is part of Tokat Province.']",Reşadiye is part of Tokat Province.,0.846481724890614,0.8534621578099838,0.8237764835357666
986,Scientist,3,"[{'object': '1958-01-01', 'property': 'birthDate', 'subject': 'Darinka_Dentcheva'}, {'object': 'Mathematical_optimization', 'property': 'professionalField', 'subject': 'Darinka_Dentcheva'}, {'object': 'Stochastic_programming', 'property': 'knownFor', 'subject': 'Darinka_Dentcheva'}]","['Darinka Dentcheva, born January 1, 1958, is a professional in the field of mathematical optimization known for Stochastic programming.', 'Darinka Dentcheva was born on January 1st, 1958 and is known for her work with stochastic programming. Her professional field is Mathematical Optimization.', 'Darinka Dentcheva (born on January 1, 1958) is a mathematician in the field of mathematical optimization who is known for her work with stochastic programming.']","Darinka Dentcheva was born on January 1, 1958. She is known for her work in the field of mathematical optimization and is particularly recognized for her contributions to stochastic programming.",0.4833652742632926,0.7055021454565207,1.638293743133545
987,Scientist,3,"[{'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}, {'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': '""Olga Nikolaevna Bondareva""', 'property': 'birthName', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva is known for Bondareva-Shapley theorem. She was born on April, 1937 and her birth name was Olga Nikolaevna Bondareva.', 'Olga Bondareva (born Olga Nikolaevna Bondareva, on April 27, 1937) is known for the Bondareva-Shapley theorem.', 'With a date of birth of April 27, 1937, Olga Bondareva, whose given name is Olga Nikolaevna Bondareva, is known for the Bondareva-Shapley theorem.']","Olga Bondareva was born on April 27, 1937. She is known for the Bondareva-Shapley theorem. Her birth name is Olga Nikolaevna Bondareva.",0.4980231671427949,0.7608540671561989,1.6315240859985352
988,Artist,1,"[{'object': 'Israel', 'property': 'country', 'subject': 'Petah_Tikva'}]","['Petah Tikva is a city in Israel.', 'Petah Tikva is in Israel.', 'Petah Tikva is in the country of Israel.']",Petah Tikva is a country and that country is Israel.,0.2907153684841096,0.5738636363636364,0.8174655437469482
989,Airport,3,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'city', 'subject': 'ENAIRE'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]","['Adolfo Suárez Madrid-Barajas Airport has an elevation of 610 metres above sea level and it is operated by ENAIRE which is based in Madrid.', 'ENAIRE, which is located in Madrid, is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level.', 'Madrid’s Adolfo Suarez Madrid-Barajas Airport is 610 meters above sea level and is operated by ENAIRE.']",Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. ENAIRE is located in Madrid. The airport has an elevation of 610.0 meters above sea level.,0.39445402592195133,0.6387532552083333,1.629364252090454
990,Film,1,"[{'object': '1920-01-01', 'property': 'activeYearsStartYear', 'subject': 'Harold_French'}]","['Harold French started being an active actor in 1920.', 'Harold French has been active as an actor since 1920.', 'Harold French started his career as an actor in 1920.']",Harold French started his active years in 1920.,0.37707945965932077,0.6320224719101123,0.8181407451629639
991,Food,2,"[{'object': 'Jalisco', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Bionico is a food found in Mexico from the region Jalisco.', 'Bionico is a found that is popular in the region of Jalisco, Mexico.', 'Bionico is a food found in the Jalisco, Mexico.']",Bionico is from the region of Jalisco and the country of Mexico.,0.22033596789969315,0.33938172043010756,0.913792610168457
992,Athlete,4,"[{'object': 'FC_Amkar_Perm', 'property': 'club', 'subject': 'Aleksandr_Prudnikov'}, {'object': '1989-02-24', 'property': 'birthDate', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclub', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'Gadzhi_Gadzhiyev', 'property': 'manager', 'subject': 'FC_Amkar_Perm'}]","['Born on 24th February 1989, Aleksandr Prudnikov trained with the youth football club FC Spartak, Moscow. He now plays for the FC Amkar Perm team, which is managed by Gadzhi Gadzhiyev.', ""Aleksandr Prudnikov was born 02-24-1989, and currently plays for FC Amkar Perm, managed by Gadzhi Gadzhiyev. Aleksandr also played for FC Spartak Moscow's youth team."", 'Aleksandr Prudnikov (born 1989-02-24) is a member of the youth side of FC Spartak Moscow. He plays for FC Amkar Perm with Gadzhi Gadzhiyev as manager.']","Aleksandr Prudnikov is a football player who is associated with FC Amkar Perm as a club and FC Spartak Moscow as a youth club. He was born on February 24, 1989. FC Amkar Perm is managed by Gadzhi Gadzhiyev.",0.17659857710927052,0.5395128834997125,2.139124155044556
993,SportsTeam,6,"[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '2015', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","['Agremiação Sportiva Arapiraquense, a club with 17,000 members, played in the Campeonato Brasileiro Série C league in 2015. Vila Nova Futebol Clube, another club, have been champions of Campeonato Brasileiro Série C. The home stadium for Agremiação Sportiva Arapiraquense is Estádio Municipal Coaracy da Mata Fonseca, which is located in Arapiraca, Brazil.', 'The Estádio Municipal Coaracy da Mata Fonseca, the home ground of the team Agremiação Sportiva Arapiraquense, is located in Arapiraca. Agremiação Sportiva Arapiraquense, which has 17000 members, plays in the Campeonato Brasileiro Série C league and played in the 2015 season in the league. Vila Nova Futebol Clube are the champions of Campeonato Brasileiro Serie C.', 'Estádio Municipal Coaracy da Mata Fonseca in Arapiraca is the name of the ground of Agremiação Sportiva Arapiraquense. Agremiação Sportiva Arapiraquense has 17000 members and play in the 2015 Campeonato Brasileiro Série C league in which The Vila Nova Futebol Clube were champions.']","The Estádio Municipal Coaracy da Mata Fonseca is located in Arapiraca. The Agremiação Sportiva Arapiraquense participates in the Campeonato Brasileiro Série C league in the 2015 season. The Campeonato Brasileiro Série C champions in that season were Vila Nova Futebol Clube. The Agremiação Sportiva Arapiraquense has 17,000 members. The Agremiação Sportiva Arapiraquense's ground is the Estádio Municipal Coaracy da Mata Fonseca.",0.3637164387488331,0.6123062843763936,3.876789569854736
